id_komentar,nama_akun,tanggal,text_cleaning,sentimen,yang_isi
UgynjPCdDgP7HrOAGf94AaABAg,Dedi Rusli,2023-06-09 04:01:17+00:00,mul kasih jelas blepot ajak debat staf     maju,Netral,Muhammad Agha Setya Pratama
UgwU2l4V6i58i7vMLR94AaABAg,Chou lee me,2023-06-09 03:53:56+00:00,diskon my as harga loh mahal,,Muhammad Fawzan
UgwLpixWvx_lmfJBtAh4AaABAg,Lando ve,2023-06-09 03:53:25+00:00,bikin berita kok kayak   profesional pake kata pandang mulu pake data faktual data jual motor kuartal   naik lipat banding periode sama tahun lalu padahal beri subsidi lho lihat   loncat jual kuartal jangan langsung banding ama jual motor konvensional bahan bakar bbm ni reporter mabok jelas kalah teknologi baru relatif mahal infrastruktur dukung minim model tentu waktu tunggu lama cnbc plis deh bikin berita   bobot dikit,Netral,Mikhael Anrodin Simanjuntak
Ugz6K45tHTmzGGTN2Wh4AaABAg,Nocturnalanchor,2023-06-09 03:51:01+00:00,subsidi kendara pilah pilih aja kok kakean cangkem deloken musuh politik subsidi kendara jarene nikmat orang kaya lha wong miskin ae gaiso tuku ogh masio subsidi kok sik meksoi subsidi khusus terima kur ruwet ngerti a,negatif,Azzar Rizky
UgxNjJL3P7O-7Pokt9x4AaABAg,Sandal Jepit,2023-06-09 03:36:30+00:00,bila mulai sekarang kapan,netral,Mulia Sahpira
UgxplK2PqV3HSXhpOht4AaABAg,taikucing,2023-06-09 03:36:09+00:00,ev proyek sapi perah makanya dipaksain  banget,netral,Rizky Ridho Ramadhan
UgwiGVuoYJc60AcqB5J4AaABAg,Global Key,2023-06-09 02:51:25+00:00,dibilangin ulang bangun bangkit bahan bakar sampah pulau reklamasi lebih efektif lebih manfaat sekaligus solusi limbah sampah puluh tahun depan manfaat nikmat seluruh rakyat banyak bukan orang kaya   mampu beli,,Muhammad Totti Alfarabi
Ugz7N8Z5q5vGFYU3i8B4AaABAg,Samuel Herman,2023-06-09 02:41:57+00:00,banyak faktor kendara kurang minat masyarakat punya kendara sejak paska covid landa masyarakat lebih fokus finansial ketimbang barang mewah aman selamat kendara tanya lebih edar beberapa video jadi kendara bakar sulit padam meski charge rumah masalah biaya tanggung,,Raden Ayu Safira Aprilia Fatimah
UgyEAiriu47Dcg7gP2Z4AaABAg,SinJaya Feng,2023-06-09 02:33:01+00:00,harga mas terlalu mahal,netral,Ade Rocky Saputra
UgyXU7lB-DIG5SHCROp4AaABAg,Daniel Heryanto,2023-06-09 02:31:53+00:00,infrastruktur kendara   rata  gimana  masyarakat mau ahli,,Isabella Aisyah Yasmin
UgwMaN3bRr4V9ZFR2yp4AaABAg,ds y,2023-06-09 02:30:15+00:00,bijak situ lahan koruptor banyak korup terus jabat anj,negatif,"Ramanda,md"
UgyRJGovR0-ZFFRYDtZ4AaABAg,Panji Asmara,2023-06-09 01:54:16+00:00,banyak cerita minta subsidi apa untung konsumen   beli muldok,negatif,Nur Aisyah Wahyuni
Ugw9sgJNtKc2VL6cmOt4AaABAg,iNicks Channel,2023-06-09 01:38:38+00:00,subsidi kenyataanya bukan konsumen dealer pabrikanya motor   subsidi kurang batrenya produsen,negatif,Selvie
Ugx6K8CQ4iLbJrWs2G14AaABAg,Boby Hermanto,2023-06-09 01:13:49+00:00,ev   laku jual dikit harga dimainin jual aji mumpung masa barang harga jt luar negeri sini jual jt,negatif,Silvi Mutia
Ugz50Ci9BUQIOqQyNAN4AaABAg,Mutiara Hikmah,2023-06-09 01:10:34+00:00,mending banyak transportasi publik,,Bebin Paula
UgytR-uuJe56B64VUKN4AaABAg,Bapak Arifin,2023-06-09 01:08:57+00:00,hemat hemat benar praktis praktis sungguh,,Putri Hasanah
UgxV_GnZHqMiDH-WcLt4AaABAg,Chibi Hitler,2023-06-09 01:05:51+00:00,rakyat mau beli energi   mau energi nuklir kaya kapal selam nuklir tahan lama rakyat pas pas paksa perang dunia shinobi   suka paksa apa   guna indonesia karna indonesia luas jalan rata   rusak   korupsi banyak desa enak ngomong karena hidup kota coba desa   jalan rusak parah hayo lo hayo lo   paling penting ekonomi negara naikin dulu banyakin lapang kerja hukum korupsi tegas baik infrastruktur negara malah morotin uang rakyat bikin sengsara,netral,Aldo Kadafi
UgymybQHemGhgJp3-jF4AaABAg,Master Beat,2023-06-09 01:04:57+00:00,bukan semua orang tau baterai accu segala jenis baterai masalah kemudian hari sering soak usia lama telat cash baterai mampu tampung arus jadi cepat drop,netral,Relin Pramudiya
UgyeUdh_DGMMol_nop94AaABAg,Sekar Arum World,2023-06-09 01:04:17+00:00,mulai   dulu transportasi umum kayak bis kota bikin elektrik biasa dulu masyarakat,positif,Andreas
UgxqaBDPsGIBUzifEhh4AaABAg,swandi yasa,2023-06-09 01:00:00+00:00,laku perhatian perintah karena tiongkok tekan kontrak tambang nikel dl indo rugi makanya  sekarang  rakyat   tekan beli,negatif,Januar Firnando
Ugy_D_4mG8LcxUfCX654AaABAg,Putra Haidi,2023-06-09 00:53:32+00:00,mending beli beras minyak,negatif,Vincentius Hansel Irsansaputra
Ugz9-AK7dgQi7zoL9jd4AaABAg,muhamad rifai,2023-06-09 00:50:02+00:00,iya subsidi nikmatin tetap orang duit masyarakat kecil boro beli buat mikirin besok makan apa aja pusing,negatif,Vincent
UgzMfvwrCUY-buxh_ul4AaABAg,Iam Legend,2023-06-09 00:36:44+00:00,alas sederhana harga ne msh mahal baterai   ganti tau pdh mahal  orang  indonesia  lebih  suka   murah   awet,negatif,Viky Hendriko
UgykQhRiDHWIn1vcRKZ4AaABAg,Man dra4352,2023-06-08 22:45:11+00:00,kenal produk baru banyak tantang,netral,Michelle Graciela
UgxAfCCqAhhmMKw8esJ4AaABAg,kolamartha parts,2023-06-08 21:52:52+00:00,cocok buat jalan indonesia naik curam turun curam tikung curam,positif,Candra
Ugx0YgHw1r3fi21bX4J4AaABAg,BRANDiNG iN,2023-06-08 21:19:46+00:00,ekonomi sulit harga langit,negatif,Albertus Dwi Andhika Putra D.
Ugx8wb763WTJ0N03Vtp4AaABAg,Rahmat Alfian,2023-06-08 20:58:25+00:00,subsidi penting usaha moldoko dan luhut,negatif,Fernando
UgzNXWuqCt-d7_wsNtx4AaABAg,Andreas Abdianto,2023-06-08 20:07:19+00:00,harga mahal juta kayak lcgc sih,,Jendraja Husin Kotan
UgyusZZYfKcS5E4K1814AaABAg,NZ Official,2023-06-08 19:56:08+00:00,jelas lah   menyentuh rakyat kecil indonesia bos   kaya makin kaya   miskin makin miskin   korupsi makin korupsi uura,negatif,Billy Franko
UgxLFP97QkKffmZAXwN4AaABAg,Dwie WwX,2023-06-08 19:18:13+00:00,harga mahal jelas,negatif,Kelvin William Chandra
UgyQ2LcRBxN6q73zvWJ4AaABAg,Nasrullah al Fatih,2023-06-08 18:32:52+00:00,pertama harga mahal dua jarak jelajah lebih jauh   konvensional tiga proses charging lama empat charging station   fast charger batas lima orang indonesia mikirnya batrei ngedrop repot sana sini banyak,netral,Nicholas
Ugw8Cw8fX5J7rZpowlB4AaABAg,Han moon,2023-06-08 18:30:04+00:00,korupsi bts,negatif,Reza Dwi Restiyan
UgyycFmVX1vadRRHXY54AaABAg,deluxe travelite,2023-06-08 17:46:16+00:00,sila  nikmat motor bensin,negatif,Nicholas Wilyanto
Ugy0RJe5a-OrOzclezR4AaABAg,He Man,2023-06-08 17:11:31+00:00,sangat mahal coba murah kuat tahan lama laris manis,netral,Muhammad Mauladi
UgzdmqNHS5cmDlLGMil4AaABAg,danial mannelig,2023-06-08 17:03:17+00:00,tuju subsidi   ngelawak jangan nanggung,negatif,Dinda Putri Ayu
UgwFEWKcOE7riVc-mfR4AaABAg,Aldien Wannuga,2023-06-08 16:42:06+00:00,rakyat cuma mau murah irit simpel gitu kok ngerti,netral,Wesley Maximilliano
UgxCdA3Y_K0u4eMJfj14AaABAg,J@Lu23,2023-06-08 16:24:36+00:00,harga     ngotak  gimana  mau laku,negatif,Dep` Niel Sinaga
UgysjfWbDHAslhgtyXJ4AaABAg,Fahrur Ronzi,2023-06-08 16:17:48+00:00,subsidi masyarakat tengah atas sanggup beli adil,Negatif,Muhammad Anugrah Hakiki
UgwA9lhvN4NwzxA7ZQZ4AaABAg,Pak Roji,2023-06-08 16:07:49+00:00,cara rakyat jamin nyaman utama bila kena air sakit kena air bungkus pakai balut anti air kabel sambunganya terminal terminal temu kabel   power wasalam,Negatif,Muhammad Alif Fahlevhi
Ugyod0DvItNCK4MaMsJ4AaABAg,Mohamad Alwi Kusmana,2023-06-08 15:58:06+00:00,waah djoko setiowarno butuh transportasi masal bukan kasih pecut masyarakat pindah kendara kejam,Netral,Veldy Piscessara
UgxxQcw-l2qBWwnSZ8J4AaABAg,Sulaiman Triarjo,2023-06-08 15:41:50+00:00,coba produsen kendara utama china misal motor tahun pake kendara  apa banding motor honda yamaha kawasaki vespa,Netral,Rikky
UgzDk0cCp1CG3_3ME0F4AaABAg,Poni Firman,2023-06-08 15:37:31+00:00,masa motor jual masyarakat umum kecil kecil semua motor   muat orang gimana bawa anak gimana bawa barang   jalan jauh desa soak jalan sepi duduk ambyar   malam,negatif,Putra Ganda Dewata
UgxXTzVwA85NzLF4Lg94AaABAg,Hatta Soffa,2023-06-08 15:33:15+00:00,lagi     subsidi kok buat beli motor oke laah,Netral,Wahyu Aji Nurrahman
Ugzd2hDaLDw8-lpmp2h4AaABAg,Wisely The,2023-06-08 15:32:27+00:00,baterai jual kayak gas bukan subsidi pajak bos,Negatif,Muhammad Agha Setya Pratama
Ugyvkxl7R1b5AZw20G54AaABAg,Ita Amelia,2023-06-08 14:50:52+00:00,tukar tambah   untung masyarakat mungkin mau,,Muhammad Fawzan
UgzcyABlJuHdhSKr3494AaABAg,diandra agum,2023-06-08 14:09:07+00:00,mahal sparepart baterenya   rusak kata mahal sekali masak iya mahal,Negatif,Mikhael Anrodin Simanjuntak
UgzM2xK3M1-jMsbvOWB4AaABAg,Abdul Rohim,2023-06-08 14:04:07+00:00,transparan subsidi ikan info iklan via medsos tv subsidi kendara kepda masyarakat,positif,Azzar Rizky
UgwXdm3USmBa0mUxSoN4AaABAg,Erik •_•,2023-06-08 13:48:06+00:00,motor bebek bagus irit bandel mudah sperpartnya buat kebun kadang jalan jauh motor on the road harga bawah juta soal model aneh banyak bengkel modif kok   peduli oiya karna kebun   sudah charger usb pake karburator injeksi   masalah apa kick starter bebek karna buat kebun lokasi gunung kadang buat angkut berat an kg lebih naik turun tanjak matic kayak leher cekik teriak sering as mesin kocak shock belakang belt ground clear pendek rawan pecah bawa berat butuh kendara harga murah banyak subsidi karna kontur jalan dl  sila  orang jakarta surabaya kota besar lai minat hubung dealer motor dekat gunung bukan orang babat hutan kebun jadi sawah sayur tebu lebih suka ternak kebun tanam tahun buah beraktifitas banyak satwa datang hibur sangat senang,positif,Mulia Sahpira
UgwQKq9yocrn__6kSzJ4AaABAg,Elvan Maulana,2023-06-08 13:43:42+00:00,gimana mau laku harga   msih mahal,,Rizky Ridho Ramadhan
UgwcXskH5S2hsyaGhnJ4AaABAg,ANAPOL,2023-06-08 13:20:44+00:00,lebih untung guna kendara bbm subsidi bbm banyak mafia cukong jepang milik industri otomotif indonesia   bakal mau bagi untung main baru kendara milik pribumi,,Muhammad Totti Alfarabi
UgxyuVgzqGIHPuT54g94AaABAg,Jo Zio,2023-06-08 13:14:43+00:00,angota dpr tau rakyat butuh bantu   kenapah korupsi terus padahal kalian hidup   enak tunjagan hidup gaji uang bensin uang pensiun sampe  kok  klu nga pecat yah,,Raden Ayu Safira Aprilia Fatimah
Ugyw9yxhSLSoHmbN3C94AaABAg,Suratno SJM,2023-06-08 13:05:34+00:00,bbm cukup tar   langka baru demo negara   koleb sama bbm langka bondong bondong beli kendara,negatif,Ade Rocky Saputra
UgzRe4iNtjzdVE7ZUkh4AaABAg,raja bot😎,2023-06-08 13:02:57+00:00,presiden     pakai,,Isabella Aisyah Yasmin
UgxONzlMMYavrY1XGAx4AaABAg,Glory musik,2023-06-08 12:55:20+00:00,larang rakyat kecil   jangkau,negatif,"Ramanda,md"
UgwtOUZjktpzrkfrm614AaABAg,ady nugraha,2023-06-08 12:51:12+00:00,bacot   tu tri kepresindenan kampanye ev   datang pamer ev naik alphard,negatif,Nur Aisyah Wahyuni
UgyT1u9neoGSDv4yhKd4AaABAg,Gogon Xpuera,2023-06-08 12:31:02+00:00,mahal aman kendara ragu tahu orang minim soal ev,negatif,Selvie
Ugwi1bvtyXcsgiEpzxB4AaABAg,niev,2023-06-08 12:08:10+00:00,model kurang masuk selera     turut,negatif,Silvi Mutia
Ugw0kqTVDyifuRJ72UR4AaABAg,khaerul kahvi,2023-06-08 11:57:57+00:00,rakyat   duit   kasih subsidi subsidi   sangat tepat sasar,,Bebin Paula
UgyZQdrtuNzqDg4WnL94AaABAg,ichsan ardiansyah,2023-06-08 11:53:44+00:00,bgmn rakyat mau beli jabat mungkin   beli coba   pake seluruh asn beli,negatif,Putri Hasanah
UgzH8ns432pjEZPvzoZ4AaABAg,Zaenong Lasandrima,2023-06-08 11:52:32+00:00,bukan nga minat harga   mahal,negatif,Aldo Kadafi
UgzfjWGmgmifIPNQ_N14AaABAg,***AR *****,2023-06-08 11:42:41+00:00,bukan   mau sebenernya   pindah kendara lebih bebas emisi fasilitas kurang pada bangkit konvensional bukan energi baru spbklu kurang baterai charger universal atau motor sama kayak hp fasilitas udah jamin jamur mending perintah bangun   sarana transportasi umun kayak krl lrt lebih mudah,positif,Relin Pramudiya
Ugzge5xETO0gUOLo8WN4AaABAg,Edi Edo,2023-06-08 11:34:08+00:00,cas ber jam pakek cuma jam,negatif,Andreas
UgytWXp8_IvsA9TR6Ox4AaABAg,9A_05_Arga Bagus Surya Atmaja,2023-06-08 11:16:05+00:00,tidak laku kenapa tempat wara wiri terus motor sama,negatif,Januar Firnando
UgwO66s3e4VW4URwV_Z4AaABAg,"Kopral ""Nggales""",2023-06-08 10:54:23+00:00,coba jt rame beli malah lebih mahal bensin apa   gila dg segala kurang kok minta harga mahal perintah bodoh sih turut,negatif,Vincentius Hansel Irsansaputra
Ugwjq2SwT1_r7-49Jlh4AaABAg,ariz afandi,2023-06-08 10:51:44+00:00,kata masa depan tapi keluarin masa sekarang gimana mau laku,negatif,Vincent
UgzHFkaZ8j0OHpArGt14AaABAg,COATING FACTORY,2023-06-08 10:50:35+00:00,papa tahun lalu juga handphone juga   laku   sekarang tani desa     main tik tok an inti tunggu waktu,netral,Viky Hendriko
Ugw2N5aK6xl1qLGa_ql4AaABAg,iyan cupliz,2023-06-08 10:46:30+00:00,bukan masalah harga nanti mati jalan solusi bagaimana bensin warung jual ecer,negatif,Michelle Graciela
Ugx_Pc5nknvm5UNLEUR4AaABAg,Otto von bismarck,2023-06-08 10:31:07+00:00,nanti jalan satu kendara laku naikin harga bbm pertalite hilang subsidi,negatif,Candra
Ugxr9smaS-7Db1Unm894AaABAg,Hobi mancing,2023-06-08 10:29:32+00:00,mau turunin pajak masuk indo malaysia harga motor juta   tukar uang indo indo harga motor juta   logic   indo,negatif,Albertus Dwi Andhika Putra D.
Ugw5G2E60SzLzo0U6at4AaABAg,diary of vinna huang family,2023-06-08 10:22:31+00:00,ev   nd car   st car mikir harga mahal   buat  orang,negatif,Fernando
Ugy2NMTDInM8rnriF2R4AaABAg,QSXEFVTHN,2023-06-08 10:18:55+00:00,dulu minyak tanah tabung gas ribut lama lama sedia mesti alih,,Jendraja Husin Kotan
UgyZFWGDmf9mTpqVEOd4AaABAg,Maruba Girsang,2023-06-08 10:08:26+00:00,bukan bajaj,netral,Billy Franko
UgyOPQbBMutLtN1CLUV4AaABAg,Agung Suprihatin,2023-06-08 10:00:27+00:00,tiap tahun sekali ganti baterai tekor,negatif,Kelvin William Chandra
UgyFcld8sOKtoYRVG514AaABAg,Dede suprata,2023-06-08 09:57:20+00:00,murah harga motor   subsidi baru masuk akal,netral,Nicholas
Ugy49ogIZ8sw4uT03jt4AaABAg,Mukhamad Wahyudi,2023-06-08 09:22:37+00:00,prasarana ribet   mau beli,,Reza Dwi Restiyan
Ugx7tbBYRBrYfwDVDCt4AaABAg,DoomBringer Channel,2023-06-08 09:22:36+00:00,inti ngecas   buat bingung rumah mau naikin berapa ribu watt charging,negatif,Nicholas Wilyanto
UgwOp7mXW_y70lmDtLp4AaABAg,Taksi Online Listrik Channel,2023-06-08 09:10:16+00:00,sesuai biasa lama biasa baru perlu waktu adaptasi wajar normal,netral,Muhammad Mauladi
Ugy4ZOZx0ksX35ICCb54AaABAg,Arya Yuna,2023-06-08 09:02:58+00:00,bukan tak laku tak cari buat dapur   makin susah motor   beli second   pribadi,negatif,Dinda Putri Ayu
UgyXmsA1EThtjWS2wkl4AaABAg,info malang,2023-06-08 08:33:01+00:00,lah pasar tentu kenapa muldoko luhut repot apa ikut bisnis,negatif,Wesley Maximilliano
UgxDCWwJ8hiD5o7qOpt4AaABAg,muhammad jafar,2023-06-08 07:48:02+00:00,paling tonjol takut orang beli tahu takut bagaimana atas cars batre habis tempat pencil tak isi daya solusi tawar unit bekal batre cadang guna jadi habis cars,positif,Dep` Niel Sinaga
UgwJzCRpuCTUIbTS2VN4AaABAg,cueng clp,2023-06-08 07:47:21+00:00,kayak seandainya bagus   sih   lebih bagus   harga juta juta credit wah auto orang indo banyak punya motor roda   produksi hehe orang numpang menghayal ya,Negatif,Muhammad Anugrah Hakiki
Ugw37YpxvQ1bf78BIgd4AaABAg,Graddle,2023-06-08 07:08:21+00:00,masyarakat bingung mau ngisi kendara sedia stasiun isi,Netral,Muhammad Alif Fahlevhi
Ugwuxi4IovciKF53I2B4AaABAg,rue rue,2023-06-08 06:47:22+00:00,umur batrai batas cara daur ulang   efisien jangan sampe th depan sampah batrai malah polutan,Netral,Veldy Piscessara
Ugy8DoSJ6WF6ciR4_DF4AaABAg,Ryza Candra,2023-06-08 06:06:25+00:00,harus lebih bagus subsidi bbm   nikmat ekonomi bawah bukan   subsidi malah orang kaya jatuh,Negatif,Rikky
UgzH-Axc5Qf_rAb4Ibp4AaABAg,buzzer somplak dukung penonton b*kep,2023-06-08 06:02:01+00:00,makanya stop mau copet partai demokrat laku,negatif,Putra Ganda Dewata
Ugy5CZFGkHngPeQxz2V4AaABAg,Adyrohman Rohman,2023-06-08 05:48:11+00:00,tempat cas   banyak sebar rata,Netral,Wahyu Aji Nurrahman
UgyP2HfnNga-FTVgkVt4AaABAg,𝗧𝗜𝗗𝗔𝗞 𝗕𝗘𝗖𝗨𝗦!!!,2023-06-08 04:39:59+00:00,cuma project fatamorgana liat baik pdahal sama   batu bara,Netral,Muhammad Agha Setya Pratama
UgxtjrF2SFWcwd0X_bJ4AaABAg,Yohanes Hariono,2023-06-08 04:31:30+00:00,bom waktue indo pake kcuali   dlm kota   misale pake   malang ubud sampek banyuwangi lak yo kleleran jam nunggu dicharge mending bli ipah kd tinggal scan qr code   jln,,Muhammad Fawzan
UgwPibEEWlhjTRAv6OZ4AaABAg,Harly Aeyes,2023-06-08 04:29:13+00:00,bentuk kayak bajay harga kayak fortuner,Negatif,Mikhael Anrodin Simanjuntak
Ugxx1n2URcZFY4jwTUJ4AaABAg,agus nugraha,2023-06-08 04:13:45+00:00,awas copet   ngomong,negatif,Azzar Rizky
Ugx1SJ5A_1MsypLQBQZ4AaABAg,Gunawan Tasman,2023-06-08 04:04:46+00:00,buat sih motor mahal mau subsidi mahal tambah charging stationnya sedikit pake rumah kurang daya mau nambah daya repot tambah tahun depan mau pilpres   dapat calon   suka ganti bijak lama ntar beda ngomongannya mending pake     dulu wait and se,negatif,Mulia Sahpira
Ugy2BtCeRAje4wKVMsJ4AaABAg,Mandala Boy channel,2023-06-08 04:01:15+00:00,masalah manusia tolak alih kendara asal jangan salah tuhan   depan jadi banyak mati akibat cuaca panas   sangat ekstrim,netral,Rizky Ridho Ramadhan
UgxODkQhbNgTeHicdqV4AaABAg,Multiverse,2023-06-08 03:55:50+00:00,tempat charger ev batas kota besar harga ev cenderung lebih mahal lcgc masyarakat lebih tarik beli lcgc solusi spbu pertamina wajib punya charger ev harga ev murah minimal sama lcgc seri bawah jual ev bakal naik,,Muhammad Totti Alfarabi
Ugwom6fJ5RK70HNEofJ4AaABAg,Ferdinan sitompul Sitompul,2023-06-08 03:55:47+00:00,anda   kredit senang hati ku pakai nambang,,Raden Ayu Safira Aprilia Fatimah
UgxS-WzaOeDiFERYzt54AaABAg,Asvel Angel,2023-06-08 03:51:27+00:00,bukan nggak laku tapi butuh proses dulu motor matic siapa suka  sekarang  semua motor hampir matic,negatif,Ade Rocky Saputra
Ugz0dD3Gjhd-Gp9Ppdl4AaABAg,Jefri jefri,2023-06-08 03:46:14+00:00,mahal dikit pilih charging station dikit indonesia apartemen   baik   deh penting,,Isabella Aisyah Yasmin
UgxrTVp-wpMLvgIjkqp4AaABAg,Wahyudi Wahyudi,2023-06-08 03:42:35+00:00,kuat nanjak lepe mn laku mau dijln rata,netral,"Ramanda,md"
Ugy5s-FfKIXMdx5D7rd4AaABAg,Mank Ujank,2023-06-08 03:22:16+00:00,gawat itu sedia minyak mentah indonesia tingkat polusi negri gala kendara benar benar serius kongkalikong petinggi petinggi negri wallahu alam,negatif,Nur Aisyah Wahyuni
UgzbtQOIbA8hd7uZT4p4AaABAg,Balthier Leadchief,2023-06-08 03:16:53+00:00,perintah teh cileupeung ain dulu station charging seluruh pelosok indonesia safety kendara banjir indonesia rawan banjir jalan buat regulasi lolos kriteria   battery sistem cabut pasang lebih cocok buat indonesia soal banyak   rumah bawah   wat quick charging kendara   support quick charging baru jual indonesia ngecas lama dipake sebentar gimana   mau keluar kota was idiot malah jual   diutamain bukan infrastructure dulu dipikirin mentang masyarakat pinter     perintah   ngotak pake bensin   jalan amburadul desa pelosok jauh   mikirnya mau meng electric semua kendara jalan mau lari mimpi,negatif,Selvie
Ugxqnr2fr05g_KL7FqR4AaABAg,Leonardus Baskara,2023-06-08 03:15:20+00:00,ev bombom car kasi tukang knalpot   dpt kerja,negatif,Silvi Mutia
UgznuBNyvxuyL4nxyRx4AaABAg,Ridwan Sani,2023-06-08 03:08:28+00:00,sulit si aplgi   tingal kota kecil lebih tarik hybrid krna msih mengunakan bbm   beli dmna   ketimbng cas lama penuh jrak pakai   smpai km,,Bebin Paula
UgyC0JZqmNaSnDa4I3p4AaABAg,Zen Boy,2023-06-08 03:07:21+00:00,rakyat butuh jalan halus jon,netral,Putri Hasanah
UgywYBoD3EZwkWpUtQN4AaABAg,Cloud Clone,2023-06-08 02:44:55+00:00,misal indonesia kasih bonus panel surya atas mungkin unggul panel surya kualitas indonesia musim,negatif,Aldo Kadafi
Ugw4pPVQp7gO2TZ2hGN4AaABAg,Doktor Badung,2023-06-08 02:44:37+00:00,harga ev bawah biasa baru beda halah demokrat,negatif,Relin Pramudiya
UgxkCKsQDZ22Dpj_Oht4AaABAg,mint claire,2023-06-08 02:38:32+00:00,bicara krndaraan otomatis tringat   mna nnt padahal pln   megang bangkit besar     notabene rata   batubara  sekarang  pegang anak usaha bicara batu bara jg erat polusi lantas   mana supply butuh nnt bangkit pengahasil daya besar jg   byk   bangun sedgkan negara tekan   zero emisi   sumber   bangkit batubara sendiri lantas titik temu  lihat  solusi situ peyuluhan ttg kendara sulit masyarakat   bel  sekarang  knp kunjung byk spklu buat td   mana supplynya spklu bukan enak sembarang buat bangkit    tahun  belakang sama nambah cuma sdgkan siap   charging cepat tara rumah golong r kecil rumah gol r let s thinking,negatif,Andreas
UgwmI4_9mXHyNhoD2TV4AaABAg,Akulasikian,2023-06-08 02:22:44+00:00,paling utama transportasi umum busway desa desa antar kabupaten bukan malah kendara,negatif,Januar Firnando
UgyOjA20wbTxZBSUphd4AaABAg,ngipi_ngolah pikir,2023-06-08 02:05:19+00:00,gampang to tinggal gx usah import bbm beres,positif,Vincentius Hansel Irsansaputra
